Crop,level,name,value
Miscanthus,Nitrogen 0N,net_nitr_rate_rel_sd,4.61094397049673
Miscanthus,Nitrogen 0N,net_nitr_rate_abs_mean,8.17408679611171
Miscanthus,Nitrogen 0N,net_nitr_rate_abs_sd,7.49156008036646
Miscanthus,Nitrogen 0N,no3n_mg_kg_1_mean,275.027789955424
Miscanthus,Nitrogen 0N,no3n_mg_kg_1_sd,233.213312702875
Miscanthus,Nitrogen 0N,nh4n_mg_kg_1_mean,2.70987674999791
Miscanthus,Nitrogen 0N,nh4n_mg_kg_1_sd,1.26854435492856
Miscanthus,Nitrogen 0N,cum_no3_mean,763.595996388397
Miscanthus,Nitrogen 0N,cum_no3_sd,463.764742755409
Miscanthus,Nitrogen 0N,cum_nh4_mean,21.8226306815237
Miscanthus,Nitrogen 0N,cum_nh4_sd,5.67023487400351
Miscanthus,Nitrogen 112N,net_min_rate_rel_mean,-0.539240698208552
Miscanthus,Nitrogen 112N,net_min_rate_rel_sd,3.12839983704134
Miscanthus,Nitrogen 112N,net_min_rate_abs_mean,4.77841267586019
Miscanthus,Nitrogen 112N,net_min_rate_abs_sd,4.60834839590765
Miscanthus,Nitrogen 112N,net_nitr_rate_rel_mean,-0.552006475153225
Miscanthus,Nitrogen 112N,net_nitr_rate_rel_sd,3.14683583011211
Miscanthus,Nitrogen 112N,net_nitr_rate_abs_mean,4.98976416169803
Miscanthus,Nitrogen 112N,net_nitr_rate_abs_sd,4.64252639203919
Miscanthus,Nitrogen 112N,no3n_mg_kg_1_mean,216.749226899699
Miscanthus,Nitrogen 112N,no3n_mg_kg_1_sd,143.554234957335
Miscanthus,Nitrogen 112N,nh4n_mg_kg_1_mean,1.54110340514053
Miscanthus,Nitrogen 112N,nh4n_mg_kg_1_sd,0.804288904148803
Miscanthus,Nitrogen 112N,cum_no3_mean,1133.70383841251
Miscanthus,Nitrogen 112N,cum_no3_sd,311.384202696027
Miscanthus,Nitrogen 112N,cum_nh4_mean,14.5328984160629
Miscanthus,Nitrogen 112N,cum_nh4_sd,5.19404618037036
Miscanthus,Nitrogen 336N,net_min_rate_rel_mean,0.0217131161690605
Miscanthus,Nitrogen 336N,net_min_rate_rel_sd,2.48799648944266
Miscanthus,Nitrogen 336N,net_min_rate_abs_mean,4.17520387016948
Miscanthus,Nitrogen 336N,net_min_rate_abs_sd,2.65772321769866
Miscanthus,Nitrogen 336N,net_nitr_rate_rel_mean,-0.0387267866027325
Miscanthus,Nitrogen 336N,net_nitr_rate_rel_sd,2.54201581198769
Miscanthus,Nitrogen 336N,net_nitr_rate_abs_mean,4.41470458131879
Miscanthus,Nitrogen 336N,net_nitr_rate_abs_sd,2.58046015534711
Miscanthus,Nitrogen 336N,no3n_mg_kg_1_mean,229.345103771327
Miscanthus,Nitrogen 336N,no3n_mg_kg_1_sd,106.276633637822
Miscanthus,Nitrogen 336N,nh4n_mg_kg_1_mean,3.06545407355706
Miscanthus,Nitrogen 336N,nh4n_mg_kg_1_sd,3.0498160803104
Miscanthus,Nitrogen 336N,cum_no3_mean,1191.21493559079
Miscanthus,Nitrogen 336N,cum_no3_sd,314.471796522764
Miscanthus,Nitrogen 336N,cum_nh4_mean,24.4423935783103
Miscanthus,Nitrogen 336N,cum_nh4_sd,13.9371157711296
